sobreviesse	so-bre-vi-#e-sse
apareceram	a-pa-re-c#e-ram
ribanceira	ri-ban-c#ei-ra
aliaram	a-li-#a-ram
rebatida	re-ba-t#i-da
lutava	lu-t#a-va
destacaram-se	des-ta-c#a-ram§-se
diminutos	di-mi-n#u-tos
queimarem	qu#ei-ma-rem
principiaram	prin-ci-pi-#a-ram
desenlace	de-sen-l#a-ce
ansiando	an-si-#an-do
vingá-la	vin-g#á§-la
agarrando-se	a-ga-rr#an-do§-se
fervilhar	fer-vi-lh#ar
transudando	tran-su-d#an-do
sineiro	si-n#ei-ro
descobrindo-se	des-co-br#in-do§-se
pés	p#és
acumularam-se	a-cu-mu-l#a-ram§-se
alvorotada	al-vo-ro-t#a-da
reuniam	r#eu-ni-am
abandoná-lo	a-ban-do-n#á§-lo
arrastando	a-rras-t#an-do
improvisaram	im-pro-vi-s#a-ram
incorreto	in-co-rr#e-to
centralizava-o	cen-tra-li-z#a-va§-o
palhoça	pa-lh#o-ça
bolo	b#o-lo
descido	des-c#i-do
via	v#i-a
madeiras	ma-d#ei-ras
cessado	ce-ss#a-do
difusão	di-fu-s#ão
luminosa	lu-mi-n#o-sa
colinas	co-l#i-nas
circundantes	cir-cun-d#an-tes
contrastava	con-tras-t#a-va
constritos	cons-tr#i-tos
cento	c#en-to
curá-los	cu-r#á§-los
suportava	su-por-t#a-va
responsabilidades	res-pon-sa-bi-li-d#a-des
maldizia	mal-di-z#i-a
mentalmente	men-tal-m#en-te
deliberava	de-li-be-r#a-va
ansiosamente	an-si-o-sa-m#en-te
interpelara	in-ter-pe-l#a-ra
sentado	sen-t#a-do
caixa	c#ai-xa
tambor	tam-b#or
chupando	chu-p#an-do
valor	va-l#or
tivera	ti-v#e-ra
quedava	que-d#a-va
davam	d#a-vam
passara	pa-ss#a-ra
concertavam-se	con-cer-t#a-vam§-se
pensavam	pen-s#a-vam
repugnava-os	re-pug-n#a-va§-os
revoltava-os	re-vol-t#a-va§-os
humilhava-os	hu-mi-lh#a-va§-os
considerava	con-si-de-r#a-va
alvitrar	al-vi-tr#ar
protraí-lo	pro-tra-#í§-lo
adotaram-no	a-do-t#a-ram§-no
incumbido	in-cum-b#i-do
impugnou-a	im-pug-n#ou§-a
dolorosamente	do-lo-ro-sa-m#en-te
explodiu	ex-plo-d#iu
sacrificassem	sa-cri-fi-c#a-ssem
manteve-se	man-t#e-ve§-se
resolução	re-so-lu-ç#ão
agonia	a-go-n#i-a
reprimenda	re-pri-m#en-da
rodeavam-na	ro-de-#a-vam§-na
perfeitamente	per-f#ei-ta-men-te
diluía-se	di-lu-#í-a-§se
apreensões	a-pre-en-s#ões
sentinelas	sen-ti-n#e-las
cabeceavam	ca-be-ce-#a-vam
rumor	ru-m#or
indefinível	in-de-fi-n#í-vel
avassalara	a-va-ssa-l#a-ra
invisível	in-vi-s#í-vel
atuava	a-tu-#a-va
burburinho	bur-bu-r#i-nho
pasma	p#as-ma
diziam	di-z#i-am
eloqüente	e-lo-qu#en-te
empuxo	em-p#u-xo
aprestos	a-pr#es-tos
fizeram-se	fi-z#e-ram§-se
bruxulear	bru-xu-le-#ar
dar	d#ar
desperto	des-p#er-to
dividira	di-vi-d#i-ra
escalões	es-ca-l#ões
dispondo-se	dis-p#on-do§-se
precipitava-se	pre-ci-pi-t#a-va§-se
retirava	re-ti-r#a-va
mando	m#an-do
vaia	v#ai-a
mover-se	mo-v#er§-se
fração	fra-ç#ão
abnegada	ab-ne-g#a-da
acometeu	a-co-me-t#eu
entusiásticos	en-tu-si-#ás-ti-cos
desabaladamente	de-sa-ba-la-da-m#en-te
replicou	re-pli-c#ou
alcançava	al-can-ç#a-va
oitocentos	#oi-to-cen-tos
fardos	f#ar-dos
atirados	a-ti-r#a-dos
defenderam	de-fen-d#e-ram
simulacro	si-mu-l#a-cro
salomão	sa-lo-m#ão
dissolução	di-sso-lu-ç#ão
parara	pa-r#a-ra
aço	#a-ço
escapar-se	es-ca-p#ar§-se
bateria	ba-te-r#i-a
libertava-a	li-ber-t#a-va§-a
corrimaça	co-rri-m#a-ça
sinistra	si-n#is-tra
ferocidade	fe-ro-ci-d#a-de
contidos	con-t#i-dos
granadas	gra-n#a-das
explodindo	ex-plo-d#in-do
restolhos	res-t#o-lhos
reduziam-se	re-du-z#i-am§-se
tombavam	tom-b#a-vam
guarnição	guar-ni-ç#ão
espantados	es-pan-t#a-dos
muares	mu-#a-res
tração	tra-ç#ão
emperrados	em-pe-rr#a-dos
imobilizaram-se	i-mo-bi-li-z#a-ram§-se
volvera	vol-v#e-ra
ordenou	or-de-n#ou
toques	t#o-ques
repetidos	re-pe-t#i-dos
cornetas	cor-n#e-tas
convulsivas	con-vul-s#i-vas
emitidas	e-mi-t#i-das
aceleraram	a-ce-le-r#a-ram
determinação	de-ter-mi-na-ç#ão
indignados	in-dig-n#a-dos
corriam	co-rr#i-am
doidamente	d#oi-da-men-te
vilarim	vi-la-r#im
batera-se	ba-t#e-ra§-se
enfermos	en-f#er-mos
vibravam	vi-br#a-vam
chamar	cha-m#ar
lançaram-se	lan-ç#a-ram-§se
convergiram-lhe	con-ver-g#i-ram§-lhe
golpes	g#ol-pes
tombou	tom-b#ou
retalhado	re-ta-lh#a-do
consumara-se	con-su-m#a-ra§-se
catástrofe	ca-t#ás-tro-fe
transpunha	trans-p#u-nha
precipitado	pre-ci-pi-t#a-do
alcançou-o	al-can-ç#ou-§o
dificilmente	di-fi-cil-m#en-te
anulada	a-nu-l#a-da
desviando-se	des-vi-#an-do§-se
sousa	s#ou-sa
largou	lar-g#ou
sucedia	su-ce-d#i-a
despira-se	des-p#i-ra§-se
medeia	me-d#ei-a
cruel	cru-#el
substituíram	subs-ti-tu-#í-ram
haviam-lhes	haviam§-lhes
exacerbado	e-xa-cer-b#a-do
partira-se	par-t#i-ra§-se
bazófia	ba-z#ó-fia
haviam-na	ha-v#i-am§-na
imponente	im-po-n#en-te
complexo	com-pl#e-xo
acontecimentos	a-con-te-ci-m#en-tos
perturbava-os	per-tur-b#a-va§-os
crença	cr#en-ça
revigorada	re-vi-go-r#a-da
brutalidade	bru-ta-li-d#a-de
atesta-o	a-t#es-ta§-o
divertimento	di-ver-ti-m#en-to
concluídas	con-clu-#í-das
recolhidas	re-co-lh#i-das
decapitaram-nos	de-ca-pi-t#a-ram§-nos
queimaram	qu#ei-ma-ram
alinharam	a-li-nh#a-ram
marginais	mar-gi-n#ais
catinga	ca-t#in-ga
mirrada	mi-rr#a-da
nua	n#u-a
manequim	ma-ne-qu#im
permaneceu	per-ma-ne-c#eu
desastres	de-s#as-tres
ouvidor	ou-vi-d#or
versões	ver-s#ões
disparatadas	dis-pa-ra-t#a-das
mentiras	men-t#i-ras
heróicas	he-r#ói-cas
roque	r#o-que
concentração	con-cen-tra-ç#ão
organiza-se	or-ga-n#i-za§-se
delongas	de-l#on-gas
incidentes	in-ci-d#en-tes
aprisionada	a-pri-si-o-n#a-da
savaget	sa-v#a-get
cocorobó	co-co-ro-b#ó
trabubu	tra-bu-b#u
destrói-se	des-tr#ói-§se
crônica	cr#ô-ni-ca
cerco	c#er-co
caçadas	ca-ç#a-das
perigosas	pe-ri-g#o-sas
desânimos	de-s#â-ni-mos
desastrosa	de-sas-tr#o-sa
girard	g#i-rar
bitencourt	bi-ten-c#our
colaboradores	co-la-bo-ra-d#o-res
prosaicos	pro-s#ai-cos
desvairamento	des-v#ai-ra-men-to
desorientação	de-so-ri-en-ta-ç#ão
espíritos	es-p#í-ri-tos
falanges	fa-l#an-ges
capitais	ca-pi-t#ais
estaduais	es-ta-du-#ais
encontraram-na	en-con-tr#a-ram§-na
distúrbios	dis-t#úr-bios
significavam	sig-ni-fi-c#a-vam
coblentz	co-blent
pardieiros	par-di-#ei-ros
detrás	de-tr#ás
desengonçada	de-sen-gon-ç#a-da
dinastia	di-nas-t#i-a
disponibilidade	dis-po-ni-bi-li-d#a-de
messias	me-ss#i-as
grito	gr#i-to
exageramos	e-xa-ge-r#a-mos
deletreemos	de-le-tre-#e-mos
jornal	jor-n#al
doutrinava-se	d#ou-tri-na-va§-se
abalava	a-ba-l#a-va
concluía-se	con-clu-#í-a-§se
compreenda	com-pre-#en-da
explicava-se	ex-pli-c#a-va§-se
tragédia	tra-g#é-dia
juntamente	jun-ta-m#en-te
afirmava-se	a-fir-m#a-va§-se
trata-se	tr#a-ta§-se
restauração	res-tau-ra-ç#ão
conspira-se	cons-p#i-ra§-se
remédio	re-m#é-dio
corra	c#o-rra
arma-se	#ar-ma§-se
cidadãos	ci-da-d#ãos
ativos	a-t#i-vos
congregaram	con-gre-g#a-ram
pátria	p#á-tria
ansioso	an-si-#o-so
resumiram-lhe	re-su-m#i-ram§-lhe
espantalho	es-pan-t#a-lho
monárquico	mo-n#ár-qui-co
preparados	pre-pa-r#a-dos
empastelamento	em-pas-te-la-m#en-to
jornais	jor-n#ais
monárquicos	mo-n#ár-qui-cos
nterveio	nter-v#ei-o
excitação	e-xci-ta-ç#ão
quebrar	que-br#ar
inutilizar	i-nu-ti-li-z#ar
interrompamos	in-te-rrom-p#a-mos
respigar	res-pi-g#ar
decorrer	de-co-rr#er
correria	co-rre-r#i-a
entrava	en-tr#a-va
alastrara-se	a-las-tr#a-ra§-se
encourado	en-c#ou-ra-do
valerá	va-le-r#á
pena	p#e-na
defini-los	de-fi-n#i§-los
portentosa	por-ten-t#o-sa
hereditariedade	he-re-di-ta-ri-e-d#a-de
normal	nor-m#al
reverso	re-v#er-so
considerando-os	con-si-de-r#an-do§-os
deixemo-los	d#ei-xe-mo§-los
sigamos	si-g#a-mos
proposição	pro-po-si-ç#ão
envolvia	en-vol-v#i-a
sonâmbulos	so-n#âm-bu-los
ocasionou	o-ca-si-o-n#ou
avantajávamos	a-van-ta-j#á-va-mos
lógicos	l#ó-gi-cos
reagiu	re-a-g#iu
originada	o-ri-gi-n#a-da
miserável	mi-se-r#á-vel
arqueólogo	ar-que-#ó-lo-go
despertou	des-per-t#ou
rancores	ran-c#o-res
afloramento	a-flo-ra-m#en-to
originalíssimo	o-ri-gi-na-l#í-ssi-mo
entendemos	en-ten-d#e-mos
lição	li-ç#ão
agir	a-g#ir
agremiar	a-gre-mi-#ar
incutia	in-cu-t#i-a
liam	l#i-am
instáveis	ins-t#á-veis
acirrando	a-ci-rr#an-do
acertar	a-cer-t#ar
abstruso	abs-tr#u-so
ideavam-se	i-de-#a-vam§-se
sofregamente	so-fre-ga-m#en-te
aceitos	a-c#ei-tos
boato	bo-#a-to
tortura	tor-t#u-ra
dúvidas	d#ú-vi-das
sabiam	sa-b#i-am
compartido	com-par-t#i-do
inconsistência	in-con-sis-t#ên-cia
informação	in-for-ma-ç#ão
contravinha-se	con-tra-v#i-nha§-se
salvarase	sal-va-r#a-se
gravemente	gra-ve-m#en-te
agitavam-se	a-gi-t#a-vam§-se
idéias	i-d#éi-as
incertezas	in-cer-t#e-zas
satisfação	sa-tis-fa-ç#ão
aditou	a-di-t#ou
transfigurado	trans-fi-gu-r#a-do
ordenança	or-de-n#an-ça
desbaratara	des-ba-ra-t#a-ra
cena	c#e-na
homenagens	ho-me-n#a-gens
cívicas	c#í-vi-cas
solenes	so-l#e-nes
aditaram-se	a-di-t#a-ram§-se
trezentos	tre-z#en-tos
verificava-se	ve-ri-fi-c#a-va§-se
quantos	qu#an-tos
subtraiamos	sub-trai-#a-mos
registrados	re-gis-tr#a-dos
algarismos	al-ga-r#is-mos
diminuíram	di-mi-nu-#í-ram
governadores	go-ver-na-d#o-res
congressos	con-gr#e-ssos
mensagens	men-s#a-gens
ditado	di-t#a-do
decretou-se	de-cre-t#ou§-se
luto	l#u-to
exararam-se	e-xa-r#a-ram§-se
votos	v#o-tos
pesar	pe-s#ar
atas	#a-tas
sessões	se-ss#ões
sufragaram-se	su-fra-g#a-ram§-se
congregaram-se	con-gre-g#a-ram§-se
ressurgiram	re-ssur-g#i-ram
tiradentes	ti-ra-d#en-tes
benjamim	ben-ja-m#im
constant	cons-tant
acadêmico	a-ca-d#ê-mi-co
caneca	ca-n#e-ca
quartel-general	quartel§-ge-ne-r#al
declarou	de-cla-r#ou
fervilhavam	fer-vi-lh#a-vam
geniais	ge-ni-#ais
incomparáveis	in-com-pa-r#á-veis
ilustres	i-l#us-tres
apresentavam	a-pre-sen-t#a-vam
diziam-no	di-z#i-am§-no
informes	in-f#or-mes
surpreendedores	sur-pre-en-de-d#o-res
foragidos	fo-ra-g#i-dos
garantia-se	ga-ran-t#i-a§-se
expunham-se	ex-p#u-nham§-se
detalhes	de-t#a-lhes
impiedosas	im-pi-e-d#o-sas
expugnadas	ex-pug-n#a-das
hordas	h#or-das
invasoras	in-va-s#o-ras
saquearem	sa-que-#a-rem
alucinadas	a-lu-ci-n#a-das
encalçavam-nos	en-cal-ç#a-vam-§nos
catervas	ca-t#er-vas
formidandas	for-mi-d#an-das
cícero	c#í-ce-ro
conglobava	con-glo-b#a-va
multidões	mul-ti-d#ões
cismáticos	cis-m#á-ti-cos
maníaco	ma-n#í-a-co
quadrilheiro	qua-dri-lh#ei-ro
desempenado	de-sem-pe-n#a-do
aura	#au-ra
loucura	l#ou-cu-ra
soprava	so-pr#a-va
punha-se	p#u-nha§-se
manifesto	ma-ni-f#es-to
monárquica	mo-n#ár-qui-ca
prontamente	pron-ta-m#en-te
descoloraram-se	des-co-lo-r#a-ram§-se
convergiam	con-ver-g#i-am
àquela	#à-que-la
corresponder	co-rres-pon-d#er
urgência	ur-g#ên-cia
generalizando-se	ge-ne-ra-li-z#an-do§-se
saltavam	sal-t#a-vam
altaneria	al-ta-ne-r#i-a
provocante	pro-vo-c#an-te
preestabelecera-se	pre-es-ta-be-le-c#e-ra§-se
comovia	co-mo-v#i-a
irritava-os	i-rri-t#a-va§-os
cossacos	co-ss#a-cos
varsóvia	var-s#ó-via
públicos	p#ú-bli-cos
animadversão	a-ni-mad-ver-s#ão
gratuita	gra-t#ui-ta
citemos	ci-t#e-mos
assomo	a-ss#o-mo
iconoclasta	i-co-no-cl#as-ta
tentaram	ten-t#a-ram
despedaçar	des-pe-da-ç#ar
marretadas	ma-rre-t#a-das
edificada	e-di-fi-c#a-da
paixão	pai-x#ão
patriótica	pa-tri-#ó-ti-ca
roçava	ro-ç#a-va
preventiva	pre-ven-t#i-va
silva	s#il-va
teles	t#e-les
martins	mar-t#ins
barbosa	bar-b#o-sa
ficando	fi-c#an-do
responsável	res-pon-s#á-vel
resumia-se	re-su-m#i-a§-se
convergiriam	con-ver-gi-r#i-am
dispensam	dis-p#en-sam
insistir	in-sis-t#ir
agitando	a-gi-t#an-do
ressaltava	re-ssal-t#a-va
escolhidas	es-co-lh#i-das
asilo	a-s#i-lo
impenetrável	im-pe-ne-tr#á-vel
consideração	con-si-de-ra-ç#ão
resistiriam	re-sis-ti-r#i-am
fáceis	f#á-ceis
deduzirem-se	de-du-z#i-rem§-se
apontavam	a-pon-t#a-vam
ansiava	an-si-#a-va
realizaria	re-a-li-za-r#i-a
patriotas	pa-tri-#o-tas
tínhamos	t#í-nha-mos
serviço	ser-v#i-ço
fornecimento	for-ne-ci-m#en-to
transporte	trans-p#or-te
carregadores	ca-rre-ga-d#o-res
desfalcados	des-fal-c#a-dos
completá-los	com-ple-t#á§-los
armá-los	ar-m#á§-los
viveiro	vi-v#ei-ro
recrutas	re-cr#u-tas
escoar-se	es-co-#ar§-se
monotonamente	mo-no-to-na-m#en-te
marcial	mar-ci-#al
seguiram	se-gu#i-ram
custa	c#us-ta
ocasionais	o-ca-si-o-n#ais
terminara-se	ter-mi-n#a-ra§-se
telegráfica	te-le-gr#á-fi-ca
apreciável	a-pre-ci-#á-vel
carretas	ca-rr#e-tas
deputado	de-pu-t#a-do
quartel	quar-t#el
mês	m#ês
penúria	pe-n#ú-ria
prenúncios	pre-n#ún-cios
estagnação	es-tag-na-ç#ão
desalentava	de-sa-len-t#a-va
diversivo	di-ver-s#i-vo
afastar	a-fas-t#ar
recém-formada	re-c#ém-§for-m#a-da
prear	pre-#ar
imobilidade	i-mo-bi-li-d#a-de
estremeciam	es-tre-me-c#i-am
imaginando	i-ma-gi-n#an-do
calculavam	cal-cu-l#a-vam
dilação	di-la-ç#ão
artur	ar-t#ur
oscar	os-c#ar
laconismo	la-co-n#is-mo
literatura	li-te-ra-t#u-ra
alarmante	a-lar-m#an-te
afirmarem	a-fir-m#a-rem
aspereza	as-pe-r#e-za
satisfeito	sa-tis-f#ei-to
partiriam	par-ti-r#i-am
seguiriam	se-gui-r#i-am
chumbadas	chum-b#a-das
toneladas	to-ne-l#a-das
avançariam	a-van-ça-r#i-am
persistia	per-sis-t#i-a
mostram-na	m#os-tram§-na
alongou-se	a-lon-g#ou§-se
preocupou	pre-o-cu-p#ou
distribuída	dis-tri-bu-#í-da
compensação	com-pen-sa-ç#ão
ostenta	os-t#en-ta
citou	ci-t#ou
quis	qu#is
inovar	i-no-v#ar
imaginou	i-ma-gi-n#ou
frio	fr#i-o
estrategista	es-tra-te-g#is-ta
desenhar	de-se-nh#ar
pedia	pe-d#i-a
esforçado	es-for-ç#a-do
prendeu	pren-d#eu
mola	m#o-la
assustar	a-ssus-t#ar
marcharam	mar-ch#a-ram
desdobramentos	des-do-bra-m#en-tos
garantia	ga-ran-t#i-a
acompanhavam	a-com-pa-nh#a-vam
espinheirais	es-pi-nhei-r#ais
bromélias	bro-m#é-lias
apropriadamente	a-pro-pri-a-da-m#en-te
flanqueador	flan-que-a-d#or
meter-se	me-t#er§-se
convenientemente	con-ve-ni-en-te-m#en-te
excessiva	e-xce-ss#i-va
dólmãs	d#ól-mãs
europeus	eu-ro-p#eus
atestam-no	a-t#es-tam§-no
atenua	a-te-n#u-a
harmoniza-se	har-mo-n#i-za§-se
gasta	g#as-ta
inovação	i-no-va-ç#ão
temeu-se	te-m#eu§-se
colar	co-l#ar
fragílima	fra-g#í-li-ma
árdua	#ár-dua
afeiçoar	a-fei-ço-#ar
trilhas	tr#i-lhas
tenacidade	te-na-ci-d#a-de
siqueira	si-qu#ei-ra
educação	e-du-ca-ç#ão
ajudantes	a-ju-d#an-tes
conhecia-a	co-nhe-c#i-a§-a
infatigável	in-fa-ti-g#á-vel
temores	te-m#o-res
largava	lar-g#a-va
perdia-se	per-d#i-a§-se
atraía-o	a-tra-#í-a-§o
pedaço	pe-d#a-ço
cálice	c#á-li-ce
conheciam-no	co-nhe-c#i-am§-no
amigos	a-m#i-gos
assombrava-os	a-ssom-br#a-va§-os
avaliara	a-va-li-#a-ra
tenente-coronel	tenente§-co-ro-n#el
oriundo	o-ri-#un-do
deu-lhe	d#eu§-lhe
surpreendeu	sur-pre-en-d#eu
curto	c#ur-to
crer	cr#er
fortificaram-no	for-ti-fi-c#a-ram§-no
esboçado	es-bo-ç#a-do
avançaram	a-van-ç#a-ram
parceladamente	par-ce-la-da-m#en-te
escorregadia	es-co-rre-ga-d#i-a
cheia	ch#ei-a
tremedais	tre-me-d#ais
empecilhos	em-pe-c#i-lhos
surgiam	sur-g#i-am
gastando	gas-t#an-do
saíra	sa-#í-ra
afastado	a-fas-t#a-do
recém	re-c#ém
engajados	en-ga-j#a-dos
rijos	r#i-jos
joviais	jo-vi-#ais
alteração	al-te-ra-ç#ão
formatura	for-ma-t#u-ra
comboio	com-b#oi-o
acontecia	a-con-te-c#i-a
estatuída	es-ta-tu-#í-da
ousadia	#ou-sa-dia
roteiro	ro-t#ei-ro
pormenorizado	por-me-no-ri-z#a-do
decampava	de-cam-p#a-va
avantajada	a-van-ta-j#a-da
considerando-se	con-si-de-r#an-do§-se
dirigido	di-ri-g#i-do
gitirana	gi-ti-r#a-na
imobilizava-se	i-mo-bi-li-z#a-va§-se
reuniram-se	r#eu-ni-ram§-se
executava-se	e-xe-cu-t#a-va§-se
retardado	re-tar-d#a-do
generais	ge-ne-r#ais
protegida	pro-te-g#i-da
pormenorizamos	por-me-no-ri-z#a-mos
miudeando-a	m#iu-de-an-do§-a
juá	ju-#á
atingida	a-tin-g#i-da
prosseguirem	pro-sse-gu#i-rem
viabilidade	vi-a-bi-li-d#a-de
acampar	a-cam-p#ar
meia-noite	meia§-n#oi-te
entrava-se	en-tr#a-va§-se
laje	l#a-je
acometidos	a-co-me-t#i-dos
telhado	te-lh#a-do
levadio	le-va-d#i-o
encostou-se	en-cos-t#ou§-se
parede	pa-r#e-de
batido	ba-t#i-do
baqueou	ba-que-#ou
mataram-no	ma-t#a-ram§-no
suceder	su-ce-d#er
agravou-se	a-gra-v#ou§-se
decapara	de-ca-p#a-ra
aracati	a-ra-ca-t#i
subdividir	sub-di-vi-d#ir
memorável	me-mo-r#á-vel
tronco	tr#on-co
franças	fr#an-ças
cilíndricas	ci-l#ín-dri-cas
foice	f#oi-ce
afiada	a-fi-#a-da
ingente	in-g#en-te
desenvolvido	de-sen-vol-v#i-do
resignados	re-sig-n#a-dos
citada	ci-t#a-da
concluiu-se	con-clu#i-u§-se
alegria	a-le-gr#i-a
trabalhava	tra-ba-lh#a-va
magnífico	mag-n#í-fi-co
esplêndido	es-pl#ên-di-do
chegava	che-g#a-va
juetê	ju-e-t#ê
l	l
taludar	ta-lu-d#ar
ribanceiras	ri-ban-c#ei-ras
famoso	fa-m#o-so
visara	vi-s#a-ra
denunciaram	de-nun-ci-#a-ram
aferrou	a-fe-rr#ou
distingui-los	dis-tin-gu#i§-los
trocadas	tro-c#a-das
aprisionado	a-pri-si-o-n#a-do
exceto	e-xc#e-to
enviou	en-vi-#ou
decamparam	de-cam-p#a-ram
oitenta	#oi-ten-ta
esclarecidos	es-cla-re-c#i-dos
reconhecimento	re-co-nhe-ci-m#en-to
denunciavaos	de-nun-ci-a-v#a-os
escalar	es-ca-l#ar
progrediam	pro-gre-d#i-am
ressoaram	re-sso-#a-ram
formados	for-m#a-dos
galgaram-na	gal-g#a-ram§-na
derivaram	de-ri-v#a-ram
boqueirão	bo-quei-r#ão
subdividiu	sub-di-vi-d#iu
afrouxado	a-fr#ou-xa-do
emprazado	em-pra-z#a-do
sulcada	sul-c#a-da
thompson	thomp-s#on
medeiros	me-d#ei-ros
estiraram-se	es-ti-r#a-ram§-se
ladeado	la-de-#a-do
assaltaram	a-ssal-t#a-ram
sério	s#é-rio
valesse	va-l#e-sse
congregara	con-gre-g#a-ra
rampa	r#am-pa
escampada	es-cam-p#a-da
recordações	re-cor-da-ç#ões
jaziam-lhe	ja-z#i-am§-lhe
crânio	cr#â-nio
tirado	ti-r#a-do
excluídas	ex-clu-#í-das
lenço	l#en-ço
assombrados	a-ssom-br#a-dos
repelido	re-pe-l#i-do
contornara	con-tor-n#a-ra
henrique	hen-r#i-que
severino	se-ve-r#i-no
disparos	dis-p#a-ros
krupp	kru
sargento	sar-g#en-to
varrem-na	v#a-rrem§-na
vanguardeado	van-guar-de-#a-do
arremeteu	a-rre-me-t#eu
subiu-as	su-b#iu§-as
ofegante	o-fe-g#an-te
repeliu	re-pe-l#iu
vingou	vin-g#ou
subindo-se	su-b#in-do§-se
tem-se	t#em§-se
imprevista	im-pre-v#is-ta
fadiga	fa-d#i-ga
constringe-se	cons-tr#in-ge§-se
enfia	en-f#i-a
terminando	ter-mi-n#an-do
serrote	se-rr#o-te
pelados	pe-l#a-dos
real	re-#al
desnudo	des-n#u-do
esmirrados	es-mi-rr#a-dos
visíveis	vi-s#í-veis
expondo	ex-p#on-do
disfarce	dis-f#ar-ce
suave	su-#a-ve
fuzilaria	fu-zi-la-r#i-a
enveredou	en-ve-re-d#ou
frouxo	fr#ou-xo
acompanhara	a-com-pa-nh#a-ra
desencadeou-se	de-sen-ca-de-#ou§-se
encafurnado	en-ca-fur-n#a-do
companhias	com-pa-nh#i-as
desenvolvendose	de-sen-vol-ven-d#o-se
disparando	dis-pa-r#an-do
jogada	jo-g#a-da
violentamente	vi-o-len-ta-m#en-te
fronteiro	fron-t#ei-ro
alinhou-se	a-li-nh#ou§-se
desesperadora	de-ses-pe-ra-d#o-ra
estivesse	es-ti-v#e-sse
chegado	che-g#a-do
homogênea	ho-mo-g#ê-ne-a
rematada	re-ma-t#a-da
definiu-a	de-fi-n#iu§-a
armadilha	ar-ma-d#i-lha
singularmente	sin-gu-lar-m#en-te
percorresse	per-co-rr#e-sse
minadas	mi-n#a-das
cava	c#a-va
circular	cir-cu-l#ar
explicavam-se	ex-pli-c#a-vam§-se
triunfara-lhes	triunfara§-lhes
tocaia	to-c#ai-a
perderam	per-d#e-ram
fuzilamento	fu-zi-la-m#en-to
réplica	r#é-pli-ca
alvejando	al-ve-j#an-do
riscos	r#is-cos
cócaras	c#ó-ca-ras
solução	so-lu-ç#ão
amorteceuse	a-mor-te-c#eu-se
acamparam	a-cam-p#a-ram
comandara	co-man-d#a-ra
entrego	en-tr#e-go
fico	f#i-co
sanga	s#an-ga
enfiada	en-fi-#a-da
arrastaram	a-rras-t#a-ram
estendeu-se	es-ten-d#eu§-se
cordão	cor-d#ão
inopinada	i-no-pi-n#a-da
quietude	qui-e-t#u-de
saudaram-na	s#au-da-ram§-na
antecipadamente	an-te-ci-pa-da-m#en-te
música	m#ú-si-ca
enganadora	en-ga-na-d#o-ra
conseguido	con-se-gu#i-do
restava-lhes	restava§-lhes
assaltariam	a-ssal-ta-r#i-am
pesou	pe-s#ou
circunvalada	cir-cun-va-l#a-da
sudoeste	su-do-#es-te
percebia-se	per-ce-b#i-a§-se
lobrigar-se	lo-bri-g#ar§-se
francamente	fran-ca-m#en-te
entrando	en-tr#an-do
várzea	v#ár-ze-a
enfiava	en-fi-#a-va
ângulo	#ân-gu-lo
atirador	a-ti-ra-d#or
amanhecera	a-ma-nhe-c#e-ra
atendendo	a-ten-d#en-do
acreditou	a-cre-di-t#ou
acarretar	a-ca-rre-t#ar
concentraram-se	con-cen-tr#a-ram§-se
olímpio	o-l#ím-pio
silveira	sil-v#ei-ra
dormido	dor-m#i-do
relatando	re-la-t#an-do
nutridas	nu-tr#i-das
rolantes	ro-l#an-tes
violentíssimas	vi-o-len-t#í-ssi-mas
dizimaram-na	di-zi-m#a-ram§-na
varrido	va-rr#i-do
emergência	e-mer-g#ên-cia
confusão	con-fu-s#ão
vibrara	vi-br#a-ra
fixa	f#i-xa
passaram	pa-ss#a-ram
agiam	a-g#i-am
especialíssima	es-pe-ci-a-l#í-ssi-ma
faltassem	fal-t#a-ssem
demonstrou-o	de-mons-tr#ou§-o
indisciplinadamente	in-dis-ci-pli-na-da-m#en-te
investiu	in-ves-t#iu
tomara	to-m#a-ra
requinte	re-qu#in-te
reatar-se	re-a-t#ar§-se
substituiu-o	subs-ti-tu#i-u§-o
dignamente	dig-na-m#en-te
brevíssimo	bre-v#í-ssi-mo
desmontado	des-mon-t#a-do
projetil	pro-je-t#il
certeiro	cer-t#ei-ro
reduzira-se	re-du-z#i-ra§-se
terço	t#er-ço
dissolvia-se	di-ssol-v#i-a§-se
destroço	des-tr#o-ço
lavrava	la-vr#a-va
abalar	a-ba-l#ar
reforço	re-f#or-ço
martiniano	mar-ti-ni-#a-no
oliveira	o-li-v#ei-ra
comandado	co-man-d#a-do
mortandade	mor-tan-d#a-de
alastrava-se	a-las-tr#a-va§-se
dizimada	di-zi-m#a-da
tardia	tar-d#i-a
imediatamente	i-me-di-a-ta-m#en-te
fuzilarias	fu-zi-la-r#i-as
cortara-se	cor-t#a-ra§-se
parassem	pa-r#a-ssem
afigure	a-fi-g#u-re
confessa-o	con-f#e-ssa§-o
atacado	a-ta-c#a-do
interdita	in-ter-d#i-ta
restava-lhe	res-t#a-va§-lhe
sobremaneira	so-bre-ma-n#ei-ra
problemático	pro-ble-m#á-ti-co
furtivamente	fur-ti-va-m#en-te
cláudio	cl#áu-dio
amaral	a-ma-r#al
fizera	fi-z#e-ra
viera	vi-#e-ra
